eventName,userAgent,sourceIPAddress,eventSource,additionalEventData,errorMessage,errorCode,readOnly,type,accountId,userName,invokedBy,sessionContext.sessionIssuer.userName,Label
ListTopics,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,sns.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: SNS:ListTopics on resource: arn:aws:sns:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListTrafficPolicies,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,route53.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: route53:ListTrafficPolicies,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListTrainingJobs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListTrainingJobs,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListTranscriptionJobs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,transcribe.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: transcribe:ListTranscriptionJobs,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListUserPolicies,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListUserPolicies on resource: user backup,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListUserPools,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,eb4d:f034:38ed:6832:2ca9:9045:77b8:4634,cognito-idp.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cognito-idp:ListUserPools on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListUserProfiles,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codestar.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codestar:ListUserProfiles on resource: arn:aws:codestar:us-east-1:811596193553:operation/ListUserProfiles,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListUserTags,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
ListUsers,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListUsers on resource: arn:aws:iam::811596193553:user/,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListVaults,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,glacier.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: glacier:ListVaults on resource: arn:aws:glacier:us-east-1:811596193553:vaults/,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListVersionsByFunction202224,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,lambda.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListVirtualMFADevices,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:13.0) Gecko/207396 ElasticWolf/5.1.7,4.225.0.1,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListVirtualMFADevices on resource: arn:aws:iam::811596193553:mfa/,AccessDenied,,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
ListVocabularies,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,transcribe.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: transcribe:ListVocabularies,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListVolumes,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,storagegateway.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListWebACLs,aws-cli/1.16.140 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.12.130,88.2.27.8,waf.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
LookupEvents,AWSPowerShell/31.59.151.53 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.17369.0 WindowsPowerShell/5.0 ClientSync,255.4.5.206,cloudtrail.amazonaws.com,,Rate exceeded,ThrottlingException,1,IAMUser,8.11596E+11,Level6,,,Legit
ModifySnapshotAttribute,aws-cli/1.16.99 Python/2.7.15rc1 Linux/4.9.93-boot2docker botocore/1.12.89,142.223.2.44,ec2.amazonaws.com,,No attributes specified.,Client.InvalidParameterCombination,,IAMUser,8.11596E+11,backup,,,Legit
MonitorInstances,aws-cli/1.16.130 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.120,251.252.39.140,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
PutBucketTagging,[aws-cli/1.16.43 Python/2.7.15 Linux/3.10.0-862.14.4.el7.x86_64 botocore/1.12.33],4.165.74.232,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",The specified bucket does not exist,NoSuchBucket,,IAMUser,8.11596E+11,backup,,,Malicious
PutBucketVersioning,[aws-cli/1.16.43 Python/2.7.15 Linux/3.10.0-862.14.4.el7.x86_64 botocore/1.12.33],4.165.74.232,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",The specified bucket does not exist,NoSuchBucket,,IAMUser,8.11596E+11,backup,,,Legit
PutBucketWebsite,[aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120],2.5.253.226,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",A value for IndexDocument Suffix must be provided if RedirectAllRequestsTo is empty,InvalidArgument,,IAMUser,8.11596E+11,Level6,,,Malicious
PutUserPolicy,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,Maximum policy size of 2048 bytes exceeded for user Level6,LimitExceededException,,Root,8.11596E+11,flaws,,,Malicious
RegisterImage,aws-cli/1.16.4 Python/2.7.15 Darwin/17.5.0 botocore/1.11.4,179.1.8.253,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
RestartAppServer,aws-cli/1.16.140 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.12.130,88.2.27.8,elasticbeanstalk.amazonaws.com,,An unknown error occurred,MissingRequiredParameterException,,IAMUser,8.11596E+11,Level6,,,Malicious
RunInstances,aws-cli/1.16.99 Python/2.7.15rc1 Linux/4.9.93-boot2docker botocore/1.12.89,142.223.2.44,ec2.amazonaws.com,,The request must contain the parameter ImageId,Client.MissingParameter,,IAMUser,8.11596E+11,backup,,,Malicious
StartInstances,aws-cli/1.16.122 Python/3.5.2 Linux/4.15.0-29-generic botocore/1.12.112,251.226.255.250,ec2.amazonaws.com,,"Invalid id: ""snap-2a0b3b47""",Client.InvalidInstanceID.Malformed,,IAMUser,8.11596E+11,backup,,,Malicious
StartLogging,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: cloudtrail:StartLogging on resource: arn:aws:cloudtrail:us-east-1:745598359964:trail/summitroute-logs,AccessDenied,0,AssumedRole,8.11596E+11,Level6,cloudtrail.amazonaws.com,AWSServiceRoleForCloudTrail,Malicious
UpdateAccessKey,aws-cli/1.16.106 Python/3.6.7 Linux/4.15.0-29-generic botocore/1.12.96,111.9.248.2,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:UpdateAccessKey on resource: user nullbackup,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
UpdateBudget,Coral/Netty4,2.7.223.252,budgets.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
